geoid,geoid2,geo_description,geo_unit,start_year,year,area_deprivation_index_percent
Geographic Identifier,GEOID2,Geographic Description,Geographic Unit,Start Year,Year,Area Deprivation Index (%)
15000US390351027002,390351027002,"Block Group 2, Census Tract 1027, Cuyahoga County, Ohio",Block Group,2020,2020,87.0
15000US390351027003,390351027003,"Block Group 3, Census Tract 1027, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351027004,390351027004,"Block Group 4, Census Tract 1027, Cuyahoga County, Ohio",Block Group,2020,2020,93.0
15000US390351027005,390351027005,"Block Group 5, Census Tract 1027, Cuyahoga County, Ohio",Block Group,2020,2020,92.0
15000US390351027006,390351027006,"Block Group 6, Census Tract 1027, Cuyahoga County, Ohio",Block Group,2020,2020,88.0
15000US390351028001,390351028001,"Block Group 1, Census Tract 1028, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351028002,390351028002,"Block Group 2, Census Tract 1028, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351028003,390351028003,"Block Group 3, Census Tract 1028, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351029001,390351029001,"Block Group 1, Census Tract 1029, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351029002,390351029002,"Block Group 2, Census Tract 1029, Cuyahoga County, Ohio",Block Group,2020,2020,92.0
15000US390351031001,390351031001,"Block Group 1, Census Tract 1031, Cuyahoga County, Ohio",Block Group,2020,2020,74.0
15000US390351033001,390351033001,"Block Group 1, Census Tract 1033, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351034001,390351034001,"Block Group 1, Census Tract 1034, Cuyahoga County, Ohio",Block Group,2020,2020,69.0
15000US390351034002,390351034002,"Block Group 2, Census Tract 1034, Cuyahoga County, Ohio",Block Group,2020,2020,85.0
15000US390351034003,390351034003,"Block Group 3, Census Tract 1034, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351035001,390351035001,"Block Group 1, Census Tract 1035, Cuyahoga County, Ohio",Block Group,2020,2020,69.0
15000US390351035002,390351035002,"Block Group 2, Census Tract 1035, Cuyahoga County, Ohio",Block Group,2020,2020,49.0
15000US390351036021,390351036021,"Block Group 1, Census Tract 1036.02, Cuyahoga County, Ohio",Block Group,2020,2020,25.0
15000US390351036022,390351036022,"Block Group 2, Census Tract 1036.02, Cuyahoga County, Ohio",Block Group,2020,2020,18.0
15000US390351036023,390351036023,"Block Group 3, Census Tract 1036.02, Cuyahoga County, Ohio",Block Group,2020,2020,28.0
15000US390351036024,390351036024,"Block Group 4, Census Tract 1036.02, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351038001,390351038001,"Block Group 1, Census Tract 1038, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351038002,390351038002,"Block Group 2, Census Tract 1038, Cuyahoga County, Ohio",Block Group,2020,2020,88.0
15000US390351039001,390351039001,"Block Group 1, Census Tract 1039, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351039002,390351039002,"Block Group 2, Census Tract 1039, Cuyahoga County, Ohio",Block Group,2020,2020,89.0
15000US390351041001,390351041001,"Block Group 1, Census Tract 1041, Cuyahoga County, Ohio",Block Group,2020,2020,63.0
15000US390351041002,390351041002,"Block Group 2, Census Tract 1041, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351042001,390351042001,"Block Group 1, Census Tract 1042, Cuyahoga County, Ohio",Block Group,2020,2020,83.0
15000US390351042002,390351042002,"Block Group 2, Census Tract 1042, Cuyahoga County, Ohio",Block Group,2020,2020,58.0
15000US390351043001,390351043001,"Block Group 1, Census Tract 1043, Cuyahoga County, Ohio",Block Group,2020,2020,22.0
15000US390351043002,390351043002,"Block Group 2, Census Tract 1043, Cuyahoga County, Ohio",Block Group,2020,2020,52.0
15000US390351044001,390351044001,"Block Group 1, Census Tract 1044, Cuyahoga County, Ohio",Block Group,2020,2020,81.0
15000US390351044002,390351044002,"Block Group 2, Census Tract 1044, Cuyahoga County, Ohio",Block Group,2020,2020,82.0
15000US390351046001,390351046001,"Block Group 1, Census Tract 1046, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351046002,390351046002,"Block Group 2, Census Tract 1046, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351048001,390351048001,"Block Group 1, Census Tract 1048, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351048002,390351048002,"Block Group 2, Census Tract 1048, Cuyahoga County, Ohio",Block Group,2020,2020,94.0
15000US390351048003,390351048003,"Block Group 3, Census Tract 1048, Cuyahoga County, Ohio",Block Group,2020,2020,73.0
15000US390351049001,390351049001,"Block Group 1, Census Tract 1049, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351049002,390351049002,"Block Group 2, Census Tract 1049, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351049003,390351049003,"Block Group 3, Census Tract 1049, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351049004,390351049004,"Block Group 4, Census Tract 1049, Cuyahoga County, Ohio",Block Group,2020,2020,83.0
15000US390351051001,390351051001,"Block Group 1, Census Tract 1051, Cuyahoga County, Ohio",Block Group,2020,2020,89.0
15000US390351051002,390351051002,"Block Group 2, Census Tract 1051, Cuyahoga County, Ohio",Block Group,2020,2020,94.0
15000US390351051003,390351051003,"Block Group 3, Census Tract 1051, Cuyahoga County, Ohio",Block Group,2020,2020,90.0
15000US390351051004,390351051004,"Block Group 4, Census Tract 1051, Cuyahoga County, Ohio",Block Group,2020,2020,88.0
15000US390351053001,390351053001,"Block Group 1, Census Tract 1053, Cuyahoga County, Ohio",Block Group,2020,2020,81.0
15000US390351053002,390351053002,"Block Group 2, Census Tract 1053, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351053003,390351053003,"Block Group 3, Census Tract 1053, Cuyahoga County, Ohio",Block Group,2020,2020,82.0
15000US390351053004,390351053004,"Block Group 4, Census Tract 1053, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351054001,390351054001,"Block Group 1, Census Tract 1054, Cuyahoga County, Ohio",Block Group,2020,2020,83.0
15000US390351054002,390351054002,"Block Group 2, Census Tract 1054, Cuyahoga County, Ohio",Block Group,2020,2020,77.0
15000US390351054003,390351054003,"Block Group 3, Census Tract 1054, Cuyahoga County, Ohio",Block Group,2020,2020,76.0
15000US390351054004,390351054004,"Block Group 4, Census Tract 1054, Cuyahoga County, Ohio",Block Group,2020,2020,90.0
15000US390351054005,390351054005,"Block Group 5, Census Tract 1054, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351055001,390351055001,"Block Group 1, Census Tract 1055, Cuyahoga County, Ohio",Block Group,2020,2020,93.0
15000US390351055002,390351055002,"Block Group 2, Census Tract 1055, Cuyahoga County, Ohio",Block Group,2020,2020,90.0
15000US390351056021,390351056021,"Block Group 1, Census Tract 1056.02, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351056022,390351056022,"Block Group 2, Census Tract 1056.02, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351056023,390351056023,"Block Group 3, Census Tract 1056.02, Cuyahoga County, Ohio",Block Group,2020,2020,90.0
15000US390351057001,390351057001,"Block Group 1, Census Tract 1057, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351057002,390351057002,"Block Group 2, Census Tract 1057, Cuyahoga County, Ohio",Block Group,2020,2020,87.0
15000US390351057003,390351057003,"Block Group 3, Census Tract 1057, Cuyahoga County, Ohio",Block Group,2020,2020,80.0
15000US390351059001,390351059001,"Block Group 1, Census Tract 1059, Cuyahoga County, Ohio",Block Group,2020,2020,87.0
15000US390351059002,390351059002,"Block Group 2, Census Tract 1059, Cuyahoga County, Ohio",Block Group,2020,2020,76.0
15000US390351059003,390351059003,"Block Group 3, Census Tract 1059, Cuyahoga County, Ohio",Block Group,2020,2020,56.0
15000US390351061001,390351061001,"Block Group 1, Census Tract 1061, Cuyahoga County, Ohio",Block Group,2020,2020,69.0
15000US390351061002,390351061002,"Block Group 2, Census Tract 1061, Cuyahoga County, Ohio",Block Group,2020,2020,50.0
15000US390351061003,390351061003,"Block Group 3, Census Tract 1061, Cuyahoga County, Ohio",Block Group,2020,2020,44.0
15000US390351062001,390351062001,"Block Group 1, Census Tract 1062, Cuyahoga County, Ohio",Block Group,2020,2020,83.0
15000US390351062002,390351062002,"Block Group 2, Census Tract 1062, Cuyahoga County, Ohio",Block Group,2020,2020,76.0
15000US390351062003,390351062003,"Block Group 3, Census Tract 1062, Cuyahoga County, Ohio",Block Group,2020,2020,73.0
15000US390351063001,390351063001,"Block Group 1, Census Tract 1063, Cuyahoga County, Ohio",Block Group,2020,2020,80.0
15000US390351063002,390351063002,"Block Group 2, Census Tract 1063, Cuyahoga County, Ohio",Block Group,2020,2020,82.0
15000US390351064001,390351064001,"Block Group 1, Census Tract 1064, Cuyahoga County, Ohio",Block Group,2020,2020,73.0
15000US390351065001,390351065001,"Block Group 1, Census Tract 1065, Cuyahoga County, Ohio",Block Group,2020,2020,65.0
15000US390351065002,390351065002,"Block Group 2, Census Tract 1065, Cuyahoga County, Ohio",Block Group,2020,2020,57.0
15000US390351065003,390351065003,"Block Group 3, Census Tract 1065, Cuyahoga County, Ohio",Block Group,2020,2020,76.0
15000US390351066001,390351066001,"Block Group 1, Census Tract 1066, Cuyahoga County, Ohio",Block Group,2020,2020,88.0
15000US390351066002,390351066002,"Block Group 2, Census Tract 1066, Cuyahoga County, Ohio",Block Group,2020,2020,73.0
15000US390351066003,390351066003,"Block Group 3, Census Tract 1066, Cuyahoga County, Ohio",Block Group,2020,2020,80.0
15000US390351066004,390351066004,"Block Group 4, Census Tract 1066, Cuyahoga County, Ohio",Block Group,2020,2020,53.0
15000US390351068001,390351068001,"Block Group 1, Census Tract 1068, Cuyahoga County, Ohio",Block Group,2020,2020,87.0
15000US390351068002,390351068002,"Block Group 2, Census Tract 1068, Cuyahoga County, Ohio",Block Group,2020,2020,94.0
15000US390351069001,390351069001,"Block Group 1, Census Tract 1069, Cuyahoga County, Ohio",Block Group,2020,2020,68.0
15000US390351069002,390351069002,"Block Group 2, Census Tract 1069, Cuyahoga County, Ohio",Block Group,2020,2020,55.0
15000US390351069003,390351069003,"Block Group 3, Census Tract 1069, Cuyahoga County, Ohio",Block Group,2020,2020,44.0
15000US390351069004,390351069004,"Block Group 4, Census Tract 1069, Cuyahoga County, Ohio",Block Group,2020,2020,74.0
15000US390351070001,390351070001,"Block Group 1, Census Tract 1070, Cuyahoga County, Ohio",Block Group,2020,2020,39.0
15000US390351071011,390351071011,"Block Group 1, Census Tract 1071.01, Cuyahoga County, Ohio",Block Group,2020,2020,30.0
15000US390351077011,390351077011,"Block Group 1, Census Tract 1077.01, Cuyahoga County, Ohio",Block Group,2020,2020,50.0
15000US390351077012,390351077012,"Block Group 2, Census Tract 1077.01, Cuyahoga County, Ohio",Block Group,2020,2020,75.0
15000US390351078021,390351078021,"Block Group 1, Census Tract 1078.02, Cuyahoga County, Ohio",Block Group,2020,2020,93.0
15000US390351078022,390351078022,"Block Group 2, Census Tract 1078.02, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351082011,390351082011,"Block Group 1, Census Tract 1082.01, Cuyahoga County, Ohio",Block Group,2020,2020,79.0
15000US390351082012,390351082012,"Block Group 2, Census Tract 1082.01, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351083011,390351083011,"Block Group 1, Census Tract 1083.01, Cuyahoga County, Ohio",Block Group,2020,2020,88.0
15000US390351083012,390351083012,"Block Group 2, Census Tract 1083.01, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351083013,390351083013,"Block Group 3, Census Tract 1083.01, Cuyahoga County, Ohio",Block Group,2020,2020,91.0
15000US390351084001,390351084001,"Block Group 1, Census Tract 1084, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351084002,390351084002,"Block Group 2, Census Tract 1084, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351087011,390351087011,"Block Group 1, Census Tract 1087.01, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351087012,390351087012,"Block Group 2, Census Tract 1087.01, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351087013,390351087013,"Block Group 3, Census Tract 1087.01, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351093011,390351093011,"Block Group 1, Census Tract 1093.01, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351097011,390351097011,"Block Group 1, Census Tract 1097.01, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351097012,390351097012,"Block Group 2, Census Tract 1097.01, Cuyahoga County, Ohio",Block Group,2020,2020,71.0
15000US390351098011,390351098011,"Block Group 1, Census Tract 1098.01, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351105011,390351105011,"Block Group 1, Census Tract 1105.01, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351105012,390351105012,"Block Group 2, Census Tract 1105.01, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351108011,390351108011,"Block Group 1, Census Tract 1108.01, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351108012,390351108012,"Block Group 2, Census Tract 1108.01, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351109011,390351109011,"Block Group 1, Census Tract 1109.01, Cuyahoga County, Ohio",Block Group,2020,2020,82.0
15000US390351109012,390351109012,"Block Group 2, Census Tract 1109.01, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351109013,390351109013,"Block Group 3, Census Tract 1109.01, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351112021,390351112021,"Block Group 1, Census Tract 1112.02, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351112022,390351112022,"Block Group 2, Census Tract 1112.02, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351112023,390351112023,"Block Group 3, Census Tract 1112.02, Cuyahoga County, Ohio",Block Group,2020,2020,73.0
15000US390351114011,390351114011,"Block Group 1, Census Tract 1114.01, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351114012,390351114012,"Block Group 2, Census Tract 1114.01, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351115001,390351115001,"Block Group 1, Census Tract 1115, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351115002,390351115002,"Block Group 2, Census Tract 1115, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351116001,390351116001,"Block Group 1, Census Tract 1116, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351116002,390351116002,"Block Group 2, Census Tract 1116, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351117001,390351117001,"Block Group 1, Census Tract 1117, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351117002,390351117002,"Block Group 2, Census Tract 1117, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351118001,390351118001,"Block Group 1, Census Tract 1118, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351118002,390351118002,"Block Group 2, Census Tract 1118, Cuyahoga County, Ohio",Block Group,2020,2020,94.0
15000US390351119021,390351119021,"Block Group 1, Census Tract 1119.02, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351121001,390351121001,"Block Group 1, Census Tract 1121, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351121002,390351121002,"Block Group 2, Census Tract 1121, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351122001,390351122001,"Block Group 1, Census Tract 1122, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351122002,390351122002,"Block Group 2, Census Tract 1122, Cuyahoga County, Ohio",Block Group,2020,2020,93.0
15000US390351123011,390351123011,"Block Group 1, Census Tract 1123.01, Cuyahoga County, Ohio",Block Group,2020,2020,80.0
15000US390351123012,390351123012,"Block Group 2, Census Tract 1123.01, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351124001,390351124001,"Block Group 1, Census Tract 1124, Cuyahoga County, Ohio",Block Group,2020,2020,73.0
15000US390351124002,390351124002,"Block Group 2, Census Tract 1124, Cuyahoga County, Ohio",Block Group,2020,2020,79.0
15000US390351125001,390351125001,"Block Group 1, Census Tract 1125, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351125002,390351125002,"Block Group 2, Census Tract 1125, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351126001,390351126001,"Block Group 1, Census Tract 1126, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351126002,390351126002,"Block Group 2, Census Tract 1126, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351128001,390351128001,"Block Group 1, Census Tract 1128, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351131011,390351131011,"Block Group 1, Census Tract 1131.01, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351131012,390351131012,"Block Group 2, Census Tract 1131.01, Cuyahoga County, Ohio",Block Group,2020,2020,60.0
15000US390351135001,390351135001,"Block Group 1, Census Tract 1135, Cuyahoga County, Ohio",Block Group,2020,2020,91.0
15000US390351136001,390351136001,"Block Group 1, Census Tract 1136, Cuyahoga County, Ohio",Block Group,2020,2020,93.0
15000US390351138011,390351138011,"Block Group 1, Census Tract 1138.01, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351138012,390351138012,"Block Group 2, Census Tract 1138.01, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351138013,390351138013,"Block Group 3, Census Tract 1138.01, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351141001,390351141001,"Block Group 1, Census Tract 1141, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351143001,390351143001,"Block Group 1, Census Tract 1143, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351145011,390351145011,"Block Group 1, Census Tract 1145.01, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351145012,390351145012,"Block Group 2, Census Tract 1145.01, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351145013,390351145013,"Block Group 3, Census Tract 1145.01, Cuyahoga County, Ohio",Block Group,2020,2020,75.0
15000US390351146001,390351146001,"Block Group 1, Census Tract 1146, Cuyahoga County, Ohio",Block Group,2020,2020,94.0
15000US390351146002,390351146002,"Block Group 2, Census Tract 1146, Cuyahoga County, Ohio",Block Group,2020,2020,93.0
15000US390351147001,390351147001,"Block Group 1, Census Tract 1147, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351149001,390351149001,"Block Group 1, Census Tract 1149, Cuyahoga County, Ohio",Block Group,2020,2020,94.0
15000US390351149002,390351149002,"Block Group 2, Census Tract 1149, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351149003,390351149003,"Block Group 3, Census Tract 1149, Cuyahoga County, Ohio",Block Group,2020,2020,92.0
15000US390351149004,390351149004,"Block Group 4, Census Tract 1149, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351151001,390351151001,"Block Group 1, Census Tract 1151, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351152001,390351152001,"Block Group 1, Census Tract 1152, Cuyahoga County, Ohio",Block Group,2020,2020,94.0
15000US390351153001,390351153001,"Block Group 1, Census Tract 1153, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351154001,390351154001,"Block Group 1, Census Tract 1154, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351154002,390351154002,"Block Group 2, Census Tract 1154, Cuyahoga County, Ohio",Block Group,2020,2020,92.0
15000US390351157001,390351157001,"Block Group 1, Census Tract 1157, Cuyahoga County, Ohio",Block Group,2020,2020,92.0
15000US390351157002,390351157002,"Block Group 2, Census Tract 1157, Cuyahoga County, Ohio",Block Group,2020,2020,90.0
15000US390351158001,390351158001,"Block Group 1, Census Tract 1158, Cuyahoga County, Ohio",Block Group,2020,2020,87.0
15000US390351158002,390351158002,"Block Group 2, Census Tract 1158, Cuyahoga County, Ohio",Block Group,2020,2020,92.0
15000US390351158003,390351158003,"Block Group 3, Census Tract 1158, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351158004,390351158004,"Block Group 4, Census Tract 1158, Cuyahoga County, Ohio",Block Group,2020,2020,89.0
15000US390351158005,390351158005,"Block Group 5, Census Tract 1158, Cuyahoga County, Ohio",Block Group,2020,2020,83.0
15000US390351159001,390351159001,"Block Group 1, Census Tract 1159, Cuyahoga County, Ohio",Block Group,2020,2020,77.0
15000US390351159002,390351159002,"Block Group 2, Census Tract 1159, Cuyahoga County, Ohio",Block Group,2020,2020,89.0
15000US390351159003,390351159003,"Block Group 3, Census Tract 1159, Cuyahoga County, Ohio",Block Group,2020,2020,91.0
15000US390351159004,390351159004,"Block Group 4, Census Tract 1159, Cuyahoga County, Ohio",Block Group,2020,2020,90.0
15000US390351161001,390351161001,"Block Group 1, Census Tract 1161, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351161002,390351161002,"Block Group 2, Census Tract 1161, Cuyahoga County, Ohio",Block Group,2020,2020,94.0
15000US390351162001,390351162001,"Block Group 1, Census Tract 1162, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351162002,390351162002,"Block Group 2, Census Tract 1162, Cuyahoga County, Ohio",Block Group,2020,2020,80.0
15000US390351163001,390351163001,"Block Group 1, Census Tract 1163, Cuyahoga County, Ohio",Block Group,2020,2020,98.0
15000US390351163002,390351163002,"Block Group 2, Census Tract 1163, Cuyahoga County, Ohio",Block Group,2020,2020,93.0
15000US390351164001,390351164001,"Block Group 1, Census Tract 1164, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351164002,390351164002,"Block Group 2, Census Tract 1164, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351164003,390351164003,"Block Group 3, Census Tract 1164, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351164004,390351164004,"Block Group 4, Census Tract 1164, Cuyahoga County, Ohio",Block Group,2020,2020,91.0
15000US390351164005,390351164005,"Block Group 5, Census Tract 1164, Cuyahoga County, Ohio",Block Group,2020,2020,93.0
15000US390351165001,390351165001,"Block Group 1, Census Tract 1165, Cuyahoga County, Ohio",Block Group,2020,2020,92.0
15000US390351165002,390351165002,"Block Group 2, Census Tract 1165, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351165003,390351165003,"Block Group 3, Census Tract 1165, Cuyahoga County, Ohio",Block Group,2020,2020,86.0
15000US390351165004,390351165004,"Block Group 4, Census Tract 1165, Cuyahoga County, Ohio",Block Group,2020,2020,93.0
15000US390351166001,390351166001,"Block Group 1, Census Tract 1166, Cuyahoga County, Ohio",Block Group,2020,2020,91.0
15000US390351166002,390351166002,"Block Group 2, Census Tract 1166, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351166003,390351166003,"Block Group 3, Census Tract 1166, Cuyahoga County, Ohio",Block Group,2020,2020,91.0
15000US390351167001,390351167001,"Block Group 1, Census Tract 1167, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351167002,390351167002,"Block Group 2, Census Tract 1167, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351167003,390351167003,"Block Group 3, Census Tract 1167, Cuyahoga County, Ohio",Block Group,2020,2020,88.0
15000US390351168001,390351168001,"Block Group 1, Census Tract 1168, Cuyahoga County, Ohio",Block Group,2020,2020,86.0
15000US390351168002,390351168002,"Block Group 2, Census Tract 1168, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351168003,390351168003,"Block Group 3, Census Tract 1168, Cuyahoga County, Ohio",Block Group,2020,2020,92.0
15000US390351168004,390351168004,"Block Group 4, Census Tract 1168, Cuyahoga County, Ohio",Block Group,2020,2020,77.0
15000US390351169001,390351169001,"Block Group 1, Census Tract 1169, Cuyahoga County, Ohio",Block Group,2020,2020,73.0
15000US390351169002,390351169002,"Block Group 2, Census Tract 1169, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351169003,390351169003,"Block Group 3, Census Tract 1169, Cuyahoga County, Ohio",Block Group,2020,2020,87.0
15000US390351171011,390351171011,"Block Group 1, Census Tract 1171.01, Cuyahoga County, Ohio",Block Group,2020,2020,18.0
15000US390351171012,390351171012,"Block Group 2, Census Tract 1171.01, Cuyahoga County, Ohio",Block Group,2020,2020,90.0
15000US390351171013,390351171013,"Block Group 3, Census Tract 1171.01, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351171021,390351171021,"Block Group 1, Census Tract 1171.02, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351171022,390351171022,"Block Group 2, Census Tract 1171.02, Cuyahoga County, Ohio",Block Group,2020,2020,97.0
15000US390351172011,390351172011,"Block Group 1, Census Tract 1172.01, Cuyahoga County, Ohio",Block Group,2020,2020,99.0
15000US390351172012,390351172012,"Block Group 2, Census Tract 1172.01, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351172013,390351172013,"Block Group 3, Census Tract 1172.01, Cuyahoga County, Ohio",Block Group,2020,2020,94.0
15000US390351172021,390351172021,"Block Group 1, Census Tract 1172.02, Cuyahoga County, Ohio",Block Group,2020,2020,87.0
15000US390351172022,390351172022,"Block Group 2, Census Tract 1172.02, Cuyahoga County, Ohio",Block Group,2020,2020,89.0
15000US390351173001,390351173001,"Block Group 1, Census Tract 1173, Cuyahoga County, Ohio",Block Group,2020,2020,95.0
15000US390351173002,390351173002,"Block Group 2, Census Tract 1173, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351173003,390351173003,"Block Group 3, Census Tract 1173, Cuyahoga County, Ohio",Block Group,2020,2020,83.0
15000US390351174001,390351174001,"Block Group 1, Census Tract 1174, Cuyahoga County, Ohio",Block Group,2020,2020,96.0
15000US390351174002,390351174002,"Block Group 2, Census Tract 1174, Cuyahoga County, Ohio",Block Group,2020,2020,93.0
15000US390351175001,390351175001,"Block Group 1, Census Tract 1175, Cuyahoga County, Ohio",Block Group,2020,2020,94.0
15000US390351175002,390351175002,"Block Group 2, Census Tract 1175, Cuyahoga County, Ohio",Block Group,2020,2020,100.0
15000US390351175003,390351175003,"Block Group 3, Census Tract 1175, Cuyahoga County, Ohio",Block Group,2020,2020,85.0
15000US390351175004,390351175004,"Block Group 4, Census Tract 1175, Cuyahoga County, Ohio",Block Group,2020,2020,90.0
15000US390351176001,390351176001,"Block Group 1, Census Tract 1176, Cuyahoga County, Ohio",Block Group,2020,2020,84.0
15000US390351176002,390351176002,"Block Group 2, Census Tract 1176, Cuyahoga County, Ohio",Block Group,2020,2020,80.0
15000US390351176003,390351176003,"Block Group 3, Census Tract 1176, Cuyahoga County, Ohio",Block Group,2020,2020,88.0
15000US390351177001,390351177001,"Block Group 1, Census Tract 1177, Cuyahoga County, Ohio",Block Group,2020,2020,75.0
15000US390351177002,390351177002,"Block Group 2, Census Tract 1177, Cuyahoga County, Ohio",Block Group,2020,2020,38.0
15000US390351177003,390351177003,"Block Group 3, Census Tract 1177, Cuyahoga County, Ohio",Block Group,2020,2020,79.0
15000US390351177004,390351177004,"Block Group 4, Census Tract 1177, Cuyahoga County, Ohio",Block Group,2020,2020,75.0
15000US390351177005,390351177005,"Block Group 5, Census Tract 1177, Cuyahoga County, Ohio",Block Group,2020,2020,72.0
15000US390351178001,390351178001,"Block Group 1, Census Tract 1178, Cuyahoga County, Ohio",Block Group,2020,2020,89.0
